Raw Data,,,,,,Next Interval,,,,,,Calculated from Raw/Previous Intervals,,,,,,,,Label
usd,usd_market_cap,usd_24h_vol,usd_24h_change,last_updated_at,row_collected_at,next_interval_usd,usd_market_cap,usd_24h_vol,usd_24h_change,last_updated_at,row_collected_at,seconds_between_update,5 Min Change,30 min change,usd mcap 5 min change,usd mcap 30 min change,5 min vol,30 min vol change,5 min mcap nominal,goes_up
30091,561885703250,20107507851,1.435035447,1626841116,1626841138,30635,565298130903,20946931974,3.300971975,1626841765,1626841803,649,,,,,,,,TRUE
30635,565298130903,20946931974,3.300971975,1626841765,1626841803,30707,576124179478,21057706369,3.56089541,1626842080,1626842102,315,544,,3412427653,,839424123,,TRUE,TRUE
30707,576124179478,21057706369,3.56089541,1626842080,1626842102,31052,576124179478,21402761880,4.35502539,1626842370,1626842409,290,72,,10826048575,,110774395,,TRUE,TRUE
31052,576124179478,21402761880,4.35502539,1626842370,1626842409,30930,580855138701,21354087900,3.731209805,1626842657,1626842709,287,345,,0,,345055511.1,,TRUE,FALSE
30930,580855138701,21354087900,3.731209805,1626842657,1626842709,30859,580855138701,21310368695,3.191680345,1626842983,1626843011,326,-122,,4730959223,,-48673979.71,,TRUE,FALSE
30859,580855138701,21310368695,3.191680345,1626842983,1626843011,30822,578977363443,21292098928,3.524318011,1626843275,1626843302,292,-71,768,0,18969435451,-43719205.27,1202860844,TRUE,FALSE
30822,578977363443,21292098928,3.524318011,1626843275,1626843302,30811,578977363443,21280300526,3.486339567,1626843597,1626843619,322,-37,187,-1877775257,13679232541,-18269767.61,345166953.5,FALSE,FALSE
30811,578977363443,21280300526,3.486339567,1626843597,1626843619,30787,578076615708,21206945850,3.298486376,1626843867,1626843904,270,-11,104,0,2853183966,-11798402.06,222594156.5,FALSE,FALSE
30787,578076615708,21206945850,3.298486376,1626843867,1626843904,30701,578076615708,20910159128,3.007999599,1626844178,1626844217,311,-24,-265,-900747734.9,1952436231,-73354675.79,-195816030.4,FALSE,FALSE
30701,578076615708,20910159128,3.007999599,1626844178,1626844217,30706,578076615708,20927544264,3.076425176,1626844474,1626844504,296,-86,-229,0,-2778522992,-296786722.1,-443928772.9,FALSE,TRUE
30706,578076615708,20927544264,3.076425176,1626844474,1626844504,30692,578076615708,21477711247,3.247227115,1626844778,1626844802,304,5,-153,0,-2778522992,17385136.13,-382824431.5,FALSE,FALSE
30692,578076615708,21477711247,3.247227115,1626844778,1626844802,30647,578076615708,21320471099,2.854914629,1626845098,1626845106,320,-14,-130,0,-900747734.9,550166983.1,185612319.2,FALSE,FALSE
30647,578076615708,21320471099,2.854914629,1626845098,1626845106,30707,578076615708,21544502778,2.977368429,1626845372,1626845402,274,-45,-164,0,-900747734.9,-157240148.2,40170573.04,FALSE,TRUE
30707,578076615708,21544502778,2.977368429,1626845372,1626845402,30716,578076615708,21601103871,3.095550716,1626845679,1626845705,307,60,-80,0,0,224031679.7,337556928.5,FALSE,TRUE
30716,578076615708,21601103871,3.095550716,1626845679,1626845705,30794,578076615708,21712056907,3.569508808,1626845990,1626846011,311,9,15,0,0,56601092.42,690944743.1,FALSE,TRUE
30794,578076615708,21712056907,3.569508808,1626845990,1626846011,30800,577970193929,21718841066,3.627256617,1626846257,1626846306,267,78,88,0,0,110953036.7,784512643.7,FALSE,TRUE
30800,577970193929,21718841066,3.627256617,1626846257,1626846306,30791,577970193929,21765952068,3.559718653,1626846588,1626846609,331,6,108,-106421779.8,-106421779.8,6784158.339,241129818.9,FALSE,FALSE
30791,577970193929,21765952068,3.559718653,1626846588,1626846609,30798,577970193929,21843709169,3.583991539,1626846890,1626846901,302,-9,144,0,-106421779.8,47111002.22,445480969.4,FALSE,TRUE
30798,577970193929,21843709169,3.583991539,1626846890,1626846901,30798,577970193929,21843709169,3.583991539,1626846890,1626847262,0,7,91,0,-106421779.8,77757100.79,299206390.5,FALSE,FALSE
30798,577970193929,21843709169,3.583991539,1626846890,1626847262,30785,577970193929,21910253887,3.289129154,1626847480,1626847502,590,0,82,0,-106421779.8,0,242605298.1,FALSE,FALSE
30785,577970193929,21910253887,3.289129154,1626847480,1626847502,30784,577970193929,21772614980,3.229498073,1626847796,1626847809,316,-13,-9,0,-106421779.8,66544718.42,198196979.8,FALSE,FALSE
30784,577970193929,21772614980,3.229498073,1626847796,1626847809,30770,577970193929,21918072684,3.183507547,1626848086,1626848110,290,-1,-16,0,0,-137638907,53773914.45,FALSE,FALSE
30770,577970193929,21918072684,3.183507547,1626848086,1626848110,30838,577970193929,21975643735,3.51300007,1626848401,1626848410,315,-14,-21,0,0,145457703.9,152120616.1,FALSE,TRUE
30838,577970193929,21975643735,3.51300007,1626848401,1626848410,30847,577970193929,21995820413,3.675788714,1626848672,1626848702,271,68,40,0,0,57571050.93,131934566.3,FALSE,TRUE
30847,577970193929,21995820413,3.675788714,1626848672,1626848702,30840,577970193929,21991125010,3.642119731,1626848994,1626849002,322,9,49,0,0,20176678.32,152111244.6,FALSE,FALSE
30840,577970193929,21991125010,3.642119731,1626848994,1626849002,30826,578630066185,21501217325,3.629585672,1626849300,1626849305,306,-7,55,0,0,-4695402.871,80871123.3,FALSE,FALSE
30826,578630066185,21501217325,3.629585672,1626849300,1626849305,30833,578630066185,21828885509,3.534402595,1626849613,1626849621,313,-14,42,659872256,659872256,-489907685.2,-271397654.9,TRUE,TRUE
30833,578630066185,21828885509,3.534402595,1626849613,1626849621,30841,578630066185,21848540834,3.563229927,1626849853,1626849903,240,7,63,0,659872256,327668184.2,-89187174.6,TRUE,TRUE
30841,578630066185,21848540834,3.563229927,1626849853,1626849903,31803,596467053492,23313082579,7.588265589,1626877472,1626877527,27619,8,3,0,659872256,19655324.93,-127102900.6,TRUE,TRUE
31803,596467053492,23313082579,7.588265589,1626877472,1626877527,31809,596467053492,23248844021,7.309627178,1626877795,1626877817,323,962,956,17836987308,18496859564,1464541745,1317262166,TRUE,TRUE
31809,596467053492,23248844021,7.309627178,1626877795,1626877817,31838,596467053492,23170230125,7.141278425,1626878037,1626878104,242,6,969,0,18496859564,-64238557.49,1257719011,TRUE,TRUE
31838,596467053492,23170230125,7.141278425,1626878037,1626878104,31838,596467053492,23170230125,7.141278425,1626878037,1626878433,0,29,1012,0,17836987308,-78613896,1669012800,TRUE,FALSE
31838,596467053492,23170230125,7.141278425,1626878037,1626878433,31739,596419757943,23038813330,6.83553379,1626878675,1626878702,638,0,1005,0,17836987308,0,1341344616,TRUE,FALSE
31739,596419757943,23038813330,6.83553379,1626878675,1626878702,31790,595880684039,23088060279,6.921268812,1626878993,1626879002,318,-99,898,-47295549.87,17789691758,-131416795.7,1190272495,FALSE,TRUE
31790,595880684039,23088060279,6.921268812,1626878993,1626879002,31853,596460564004,23151020051,6.986001014,1626879285,1626879305,292,51,-13,-539073903.2,-586369453.1,49246949.64,-225022299.6,FALSE,TRUE
31853,596460564004,23151020051,6.986001014,1626879285,1626879305,31853,596460564004,23151020051,6.986001014,1626879285,1626879633,0,63,44,579879965.1,-6489487.957,62959771.14,-97823970.96,TRUE,FALSE
31853,596460564004,23151020051,6.986001014,1626879285,1626879633,31968,596460564004,23288016622,7.139368273,1626879884,1626879923,599,0,15,0,-6489487.957,0,-19210074.95,TRUE,TRUE
31968,596460564004,23288016622,7.139368273,1626879884,1626879923,31968,596460564004,23288016622,7.139368273,1626879884,1626880233,0,115,130,0,-6489487.957,136996571.6,117786496.6,TRUE,FALSE
31968,596460564004,23288016622,7.139368273,1626879884,1626880233,31937,599813919803,23316745500,7.067439343,1626880437,1626880509,553,0,229,0,40806061.91,0,249203292.4,TRUE,FALSE
31937,599813919803,23316745500,7.067439343,1626880437,1626880509,31938,599813919803,23303796064,7.062089475,1626880774,1626880804,337,-31,147,3353355799,3933235764,28728877.69,228685220.4,TRUE,TRUE
31938,599813919803,23303796064,7.062089475,1626880774,1626880804,31940,599813919803,23296895923,7.141642617,1626881044,1626881104,270,1,85,0,3353355799,-12949435.43,152776013.9,TRUE,TRUE
31940,599813919803,23296895923,7.141642617,1626881044,1626881104,31950,599813919803,23317103007,6.898343276,1626881370,1626881402,326,2,87,0,3353355799,-6900141.301,145875872.6,TRUE,TRUE
31950,599813919803,23317103007,6.898343276,1626881370,1626881402,31937,599813919803,23326905324,6.626999295,1626881684,1626881702,314,10,-18,0,3353355799,20207083.69,29086384.65,TRUE,FALSE
31937,599813919803,23326905324,6.626999295,1626881684,1626881702,31937,599813919803,23326905324,6.626999295,1626881684,1626882034,0,-13,-31,0,3353355799,9802317.117,38888701.77,TRUE,FALSE
31937,599813919803,23326905324,6.626999295,1626881684,1626882034,31918,599228318513,23251072770,6.500959824,1626882295,1626882307,611,0,0,0,0,0,10159824.07,TRUE,FALSE
31918,599228318513,23251072770,6.500959824,1626882295,1626882307,31925,599228318513,23193624437,6.692847218,1626882598,1626882603,303,-19,-20,-585601290.1,-585601290.1,-75832553.53,-52723294.03,FALSE,TRUE
31925,599228318513,23193624437,6.692847218,1626882598,1626882603,31961,598998537818,23228558895,6.812368165,1626882863,1626882904,265,7,-15,0,-585601290.1,-57448333.76,-103271486.5,FALSE,TRUE
31961,598998537818,23228558895,6.812368165,1626882863,1626882904,31961,598998537818,23228558895,6.812368165,1626882863,1626883235,0,36,11,-229780694.8,-815381984.9,34934458.21,-88544111.97,FALSE,FALSE
31961,598998537818,23228558895,6.812368165,1626882863,1626883235,32051,600196949481,23365840474,7.40810052,1626883502,1626883511,639,0,24,0,-815381984.9,0,-98346429.08,FALSE,TRUE
32051,600196949481,23365840474,7.40810052,1626883502,1626883511,32041,600196949481,23385497200,7.374954907,1626883780,1626883802,278,90,114,1198411663,383029677.8,137281578.9,38935149.84,TRUE,FALSE
32041,600196949481,23385497200,7.374954907,1626883780,1626883802,32011,600196949481,22883365975,7.116359552,1626884065,1626884102,285,-10,123,0,968630968,19656726.41,134424429.8,TRUE,FALSE
32011,600196949481,22883365975,7.116359552,1626884065,1626884102,32028,600734043110,22927130076,7.304672177,1626884382,1626884403,317,-30,86,0,968630968,-502131225.2,-310258461.7,TRUE,TRUE
32028,600734043110,22927130076,7.304672177,1626884382,1626884403,32075,601438654476,23414716915,7.45859305,1626884634,1626884702,252,17,67,537093628.6,1735505291,43764101.24,-301428818.6,TRUE,TRUE
32075,601438654476,23414716915,7.45859305,1626884634,1626884702,32075,601438654476,23414716915,7.45859305,1626884634,1626885034,0,47,114,704611366.5,2440116658,487586838.7,186158020.1,TRUE,FALSE
32075,601438654476,23414716915,7.45859305,1626884634,1626885034,32075,601438654476,23414716915,7.45859305,1626884634,1626885334,0,0,24,0,1241704995,0,48876441.15,TRUE,FALSE
32075,601438654476,23414716915,7.45859305,1626884634,1626885334,32247,602098784219,23753114015,7.960126238,1626885588,1626885603,954,0,34,0,1241704995,0,29219714.74,TRUE,TRUE
32247,602098784219,23753114015,7.960126238,1626885588,1626885603,32328,605776535735,23903407173,8.290382188,1626885873,1626885903,285,172,236,660129742.8,1901834738,338397099.9,869748039.9,TRUE,TRUE
32328,605776535735,23903407173,8.290382188,1626885873,1626885903,32406,605776535735,24117073858,8.572923141,1626886181,1626886203,308,81,300,3677751516,5042492625,150293158.6,976277097.2,TRUE,TRUE
32406,605776535735,24117073858,8.572923141,1626886181,1626886203,32402,608033131558,24194825065,8.59559573,1626886476,1626886503,295,78,331,0,4337881259,213666684.3,702356942.8,TRUE,FALSE
32402,608033131558,24194825065,8.59559573,1626886476,1626886503,32277,605599160554,24237758578,8.306484906,1626886792,1626886824,316,-4,327,2256595823,6594477082,77751207.29,780108150.1,TRUE,FALSE
32277,605599160554,24237758578,8.306484906,1626886792,1626886824,31996,605599160554,24133777686,7.823589302,1626887093,1626887102,301,-125,202,-2433971004,4160506078,42933512.79,823041662.9,FALSE,FALSE
31996,605599160554,24133777686,7.823589302,1626887093,1626887102,31962,605599160554,24105257792,7.708523534,1626887400,1626887410,307,-281,-251,0,3500376335,-103980891.8,380663671.2,FALSE,FALSE
31962,605599160554,24105257792,7.708523534,1626887400,1626887410,31932,605599160554,24195725855,7.51844656,1626887681,1626887703,281,-34,-366,0,-177375180.7,-28519893.5,201850619.1,FALSE,FALSE
31932,605599160554,24195725855,7.51844656,1626887681,1626887703,31980,599126664632,24290475353,7.680797337,1626887984,1626888013,303,-30,-474,0,-177375180.7,90468062.19,78651997.02,FALSE,TRUE
31980,599126664632,24290475353,7.680797337,1626887984,1626888013,32022,600129176101,24416723762,7.692668047,1626888236,1626888302,252,48,-422,-6472495922,-8906466926,94749498.56,95650288.28,FALSE,TRUE
32022,600129176101,24416723762,7.692668047,1626888236,1626888302,32153,600129176101,24637774947,8.108993923,1626888588,1626888619,352,42,-255,1002511468,-5469984454,126248409,178965184.5,TRUE,TRUE
32153,600129176101,24637774947,8.108993923,1626888588,1626888619,32118,600129176101,24661845472,7.86802186,1626888885,1626888909,297,131,157,0,-5469984454,221051185.2,503997261.4,TRUE,FALSE
32118,600129176101,24661845472,7.86802186,1626888885,1626888909,32114,602614178328,24683688272,7.851847871,1626889130,1626889209,245,-35,156,0,-5469984454,24070524.63,556587679.5,TRUE,FALSE
32114,602614178328,24683688272,7.851847871,1626889130,1626889209,32108,602614178328,24707740014,7.919094649,1626889471,1626889503,341,-4,182,2485002227,-2984982227,21842800.13,487962417.5,TRUE,FALSE
32108,602614178328,24707740014,7.919094649,1626889471,1626889503,32195,602596694355,24813824438,8.211860997,1626889791,1626889809,320,-6,128,0,3487513695,24051741.95,417264660.9,TRUE,TRUE
32195,602596694355,24813824438,8.211860997,1626889791,1626889809,32219,604113224330,24855504140,8.317992667,1626890079,1626890106,288,87,173,-17483972.99,2467518254,106084423.5,397100675.4,FALSE,TRUE
32219,604113224330,24855504140,8.317992667,1626890079,1626890106,32230,604113224330,24881297611,8.349232845,1626890354,1626890413,275,24,66,1516529976,3984048230,41679702.62,217729192.9,TRUE,TRUE
32230,604113224330,24881297611,8.349232845,1626890354,1626890413,32220,604759009355,24924428088,8.571221008,1626890672,1626890702,318,11,112,0,3984048230,25793470.6,219452138.9,TRUE,FALSE
32220,604759009355,24924428088,8.571221008,1626890672,1626890702,32217,604759009355,24916210733,8.562609839,1626890927,1626891003,255,-10,106,645785024.5,2144831027,43130477.29,240739816,TRUE,FALSE
32217,604759009355,24916210733,8.562609839,1626890927,1626891003,32217,604759009355,24916210733,8.562609839,1626890927,1626891334,0,-3,109,0,2144831027,-8217355.043,208470719,TRUE,FALSE
32217,604759009355,24916210733,8.562609839,1626890927,1626891334,32217,604759009355,24916210733,8.562609839,1626890927,1626891634,0,0,22,0,2162315000,0,102386295.5,TRUE,FALSE
32217,604759009355,24916210733,8.562609839,1626890927,1626891634,32503,608736672484,25592865598,8.71964844,1626891860,1626891902,933,0,-2,0,645785024.5,0,60706592.85,TRUE,TRUE
32503,608736672484,25592865598,8.71964844,1626891860,1626891902,32449,609828138373,26137030560,8.639996493,1626892188,1626892203,328,286,273,3977663129,4623448154,676654865.1,711567987.3,TRUE,FALSE
32449,609828138373,26137030560,8.639996493,1626892188,1626892203,32257,609828138373,26381833846,8.206633066,1626892483,1626892503,295,-54,229,1091465889,5069129018,544164961.9,1212602472,TRUE,FALSE
32257,609828138373,26381833846,8.206633066,1626892483,1626892503,32183,609828138373,26618399817,7.958168509,1626892787,1626892803,304,-192,40,0,5069129018,244803285.7,1465623113,TRUE,FALSE
32183,609828138373,26618399817,7.958168509,1626892787,1626892803,32156,603383695951,26654332768,7.698930826,1626893092,1626893123,305,-74,-34,0,5069129018,236565970.9,1702189084,TRUE,FALSE
32156,603383695951,26654332768,7.698930826,1626893092,1626893123,32149,603383695951,26741137382,7.676505823,1626893370,1626893403,278,-27,-61,-6444442422,-1375313404,35932951.67,1738122035,FALSE,FALSE
32149,603383695951,26741137382,7.676505823,1626893370,1626893403,32183,603383695951,26929153540,7.691402445,1626893682,1626893703,312,-7,-354,0,-5352976533,86804613.91,1148271784,FALSE,TRUE
32183,603383695951,26929153540,7.691402445,1626893682,1626893703,32111,603383695951,26963639698,7.541446619,1626893981,1626894002,299,34,-266,0,-6444442422,188016158.2,792122980.3,FALSE,FALSE
32111,603383695951,26963639698,7.541446619,1626893981,1626894002,32106,602384362383,27034397262,7.522819306,1626894278,1626894302,297,-72,-146,0,-6444442422,34486157.29,581805851.9,FALSE,FALSE
32106,602384362383,27034397262,7.522819306,1626894278,1626894302,32048,602384362383,27034978397,7.373338646,1626894576,1626894604,298,-5,-77,-999333567.7,-7443775990,70757564.13,415997445.2,FALSE,FALSE
32048,602384362383,27034978397,7.373338646,1626894576,1626894604,31788,598859007376,27086779183,6.470338266,1626894885,1626894903,309,-58,-108,0,-999333567.7,581135.3501,380645628.9,FALSE,FALSE
31788,598859007376,27086779183,6.470338266,1626894885,1626894903,31788,598859007376,27086779183,6.470338266,1626894885,1626895233,0,-260,-361,-3525355008,-4524688575,51800785.87,345641800.8,FALSE,FALSE
31788,598859007376,27086779183,6.470338266,1626894885,1626895233,31750,598859007376,27164314097,6.113564794,1626895463,1626895504,578,0,-395,0,-4524688575,0,157625642.6,FALSE,FALSE
31750,598859007376,27164314097,6.113564794,1626895463,1626895504,31765,595352317674,27354575120,6.140886593,1626895793,1626895802,330,-38,-361,0,-4524688575,77534914.43,200674399.8,FALSE,TRUE
31765,595352317674,27354575120,6.140886593,1626895793,1626895802,31543,594124511810,27723489832,5.515725073,1626897854,1626897906,2061,15,-341,-3506689702,-7032044710,190261022.1,320177857.8,FALSE,FALSE
31543,594124511810,27723489832,5.515725073,1626897854,1626897906,31543,594124511810,27723489832,5.515725073,1626897854,1626898234,0,-222,-505,-1227805864,-8259850574,368914712.1,688511434.5,FALSE,FALSE
31543,594124511810,27723489832,5.515725073,1626897854,1626898234,31641,593493468350,27862279865,5.58776903,1626898470,1626898503,616,0,-245,0,-4734495566,0,636710648.6,FALSE,TRUE
31641,593493468350,27862279865,5.58776903,1626898470,1626898503,31659,593493468350,27861419652,5.455890665,1626898801,1626898817,331,98,-147,-631043459.5,-5365539026,138790033.3,775500681.9,FALSE,TRUE
31659,593493468350,27861419652,5.455890665,1626898801,1626898817,31692,593493468350,27939589023,5.307482919,1626899085,1626899106,284,18,-91,0,-5365539026,-860212.5946,697105554.9,FALSE,TRUE
31692,593493468350,27939589023,5.307482919,1626899085,1626899106,31689,593493468350,27701424509,5.299882329,1626899390,1626899404,305,33,-73,0,-1858849324,78169370.66,585013903.5,FALSE,FALSE
31689,593493468350,27701424509,5.299882329,1626899390,1626899404,31731,593493468350,27957405615,5.604953891,1626899680,1626899703,290,-3,146,0,-631043459.5,-238164513.6,-22065322.2,FALSE,TRUE
31731,593493468350,27957405615,5.604953891,1626899680,1626899703,31655,593493468350,27954813834,5.493354338,1626899972,1626900002,292,42,188,0,-631043459.5,255981105.6,233915783.4,FALSE,FALSE
31655,593493468350,27954813834,5.493354338,1626899972,1626900002,31657,593493468350,27974652741,5.590917435,1626900293,1626900302,321,-76,14,0,0,-2591780.634,92533969.47,FALSE,TRUE
31657,593493468350,27974652741,5.590917435,1626900293,1626900302,31715,594199155321,28078595627,5.96222418,1626900594,1626900610,301,2,-2,0,0,19838906.85,113233088.9,FALSE,TRUE
31715,594199155321,28078595627,5.96222418,1626900594,1626900610,31730,594199155321,28095252860,6.012215169,1626900865,1626900906,271,58,23,705686971.1,705686971.1,103942885.5,139006603.8,TRUE,TRUE
31730,594199155321,28095252860,6.012215169,1626900865,1626900906,31840,595944886092,28336712457,6.370787141,1626901197,1626901203,332,15,41,0,705686971.1,16657233.32,393828350.7,TRUE,TRUE
31840,595944886092,28336712457,6.370787141,1626901197,1626901203,31840,597417739268,28340748976,6.372362343,1626901491,1626901511,294,110,109,1745730771,2451417742,241459597.2,379306842.2,TRUE,FALSE
31840,597417739268,28340748976,6.372362343,1626901491,1626901511,31809,597417739268,28390563393,6.46778308,1626901785,1626901818,294,0,185,1472853176,3924270918,4036519.102,385935142,TRUE,FALSE
31809,597417739268,28390563393,6.46778308,1626901785,1626901818,31802,596678543935,28375487938,6.591580852,1626902098,1626902109,313,-31,152,0,3924270918,49814416.24,415910651.4,TRUE,FALSE
31802,596678543935,28375487938,6.591580852,1626902098,1626902109,31786,596678543935,28368744880,6.538410384,1626902384,1626902403,286,-7,87,-739195332.9,2479388614,-15075455.19,296892310.7,FALSE,FALSE
31786,596678543935,28368744880,6.538410384,1626902384,1626902403,31802,596399382268,28324310215,6.716654462,1626902679,1626902703,295,-16,56,0,2479388614,-6743057.775,273492019.6,FALSE,TRUE
31802,596399382268,28324310215,6.716654462,1626902679,1626902703,31735,596399382268,27862439957,6.493474538,1626902971,1626903002,292,16,-38,-279161667.3,454496175.4,-44434665.2,-12402242.82,FALSE,FALSE
31735,596399382268,27862439957,6.493474538,1626902971,1626903002,31791,595670627668,27859071284,6.851767398,1626903259,1626903305,288,-67,-105,0,-1018357000,-461870257.7,-478309019.7,FALSE,TRUE
31791,595670627668,27859071284,6.851767398,1626903259,1626903305,31815,595670627668,27880750847,7.338442769,1626903574,1626903607,315,56,-18,-728754599.9,-1747111600,-3368672.631,-531492108.5,FALSE,TRUE
31815,595670627668,27880750847,7.338442769,1626903574,1626903607,31911,596937201836,28384943869,7.457292534,1626903894,1626903902,320,24,13,0,-1007916267,21679563.27,-494737090.1,FALSE,TRUE
31911,596937201836,28384943869,7.457292534,1626903894,1626903902,31976,596937201836,28435089445,7.467342775,1626904176,1626904202,282,96,125,1266574168,258657901,504193021.1,16198988.8,TRUE,TRUE
31976,596937201836,28435089445,7.467342775,1626904176,1626904202,31984,599947553131,28455786581,7.340886304,1626904476,1626904502,300,65,174,0,537819568.3,50145576.54,110779230.5,TRUE,TRUE
31984,599947553131,28455786581,7.340886304,1626904476,1626904502,31974,599918320451,28448304367,7.167807634,1626904748,1626904803,272,8,249,3010351295,3548170863,20697136.29,593346624.6,TRUE,FALSE
31974,599918320451,28448304367,7.167807634,1626904748,1626904803,31911,599918320451,28352331039,6.977705777,1626905056,1626905103,308,-10,183,-29232680.09,4247692783,-7482214.134,589233083.1,FALSE,FALSE
31911,599918320451,28352331039,6.977705777,1626905056,1626905103,31911,599918320451,28352345965,7.118518373,1626905390,1626905412,334,-63,96,0,4247692783,-95973327.87,471580191.9,FALSE,FALSE
31911,599918320451,28352345965,7.118518373,1626905390,1626905412,31933,598745677892,28121703768,7.217572975,1626905671,1626905702,281,0,0,0,2981118615,14926.06282,-32597903.11,FALSE,TRUE
31933,598745677892,28121703768,7.217572975,1626905671,1626905702,31934,598745677892,28367784147,7.29975128,1626905987,1626906010,316,22,-43,-1172642559,1808476056,-230642197.7,-313385677.4,FALSE,TRUE
31934,598745677892,28367784147,7.29975128,1626905987,1626906010,31948,599168611462,28385397551,7.452997042,1626906264,1626906302,277,1,-50,0,-1201875239,246080379.8,-88002433.88,FALSE,TRUE
31948,599168611462,28385397551,7.452997042,1626906264,1626906302,32079,599168611462,28557825631,7.885767358,1626906574,1626906612,310,14,-26,422933570.5,-749708988.8,17613403.08,-62906816.67,TRUE,TRUE
32079,599168611462,28557825631,7.885767358,1626906574,1626906612,32171,602063086375,28688627065,8.209611463,1626906887,1626906904,313,131,168,0,-749708988.8,172428080.3,205494591.5,TRUE,TRUE
32171,602063086375,28688627065,8.209611463,1626906887,1626906904,32137,602063086375,28686006479,8.114606156,1626907159,1626907207,272,92,260,2894474913,2144765924,130801434.2,336281099.6,TRUE,FALSE
32137,602063086375,28686006479,8.114606156,1626907159,1626907207,32089,602979667357,28668369367,8.367086091,1626907497,1626907504,338,-34,204,0,3317408483,-2620586.039,564302711.3,TRUE,FALSE
32089,602979667357,28668369367,8.367086091,1626907497,1626907504,32129,602979667357,28714566962,8.505074388,1626907778,1626907803,281,-48,155,916580981.9,4233989465,-17637112.02,300585219.5,TRUE,TRUE
32129,602979667357,28714566962,8.505074388,1626907778,1626907803,32113,602840118846,28702335544,8.488591086,1626908066,1626908102,288,40,181,0,3811055894,46197594.66,329169411,TRUE,FALSE
32113,602840118846,28702335544,8.488591086,1626908066,1626908102,32113,602840118846,28702335544,8.488591086,1626908066,1626908433,0,-16,34,-139548510.6,3671507384,-12231418.08,144509912.7,FALSE,FALSE
32113,602840118846,28702335544,8.488591086,1626908066,1626908433,32141,602646289996,28720145852,8.357473958,1626908691,1626908702,625,0,-58,0,777032471.3,0,13708478.52,FALSE,TRUE
32141,602646289996,28720145852,8.357473958,1626908691,1626908702,32117,602646289996,28623116561,8.277083943,1626908984,1626909010,293,28,4,-193828849.9,583203621.4,17810308.5,34139373.06,FALSE,FALSE
32117,602646289996,28623116561,8.277083943,1626908984,1626909010,32113,602614657424,28638309779,8.20679957,1626909277,1626909302,293,-24,28,0,-333377360.5,-97029291.43,-45252806.35,FALSE,FALSE
32113,602614657424,28638309779,8.20679957,1626909277,1626909302,32141,603067003447,28667900016,8.027420544,1626909597,1626909610,320,-4,-16,-31632572.16,-365009932.7,15193218.56,-76257182.44,FALSE,TRUE
32141,603067003447,28667900016,8.027420544,1626909597,1626909610,32092,603067003447,28759394811,7.861932679,1626909881,1626909909,284,28,28,452346022.8,226884600.7,29590236.56,-34435527.8,TRUE,FALSE
32092,603067003447,28759394811,7.861932679,1626909881,1626909909,32079,603067003447,28758138596,7.599402634,1626910181,1626910203,300,-49,-21,0,226884600.7,91494795.18,57059267.37,TRUE,FALSE
32079,603067003447,28758138596,7.599402634,1626910181,1626910203,32105,601916376066,28779243735,7.638693901,1626910476,1626910505,295,-13,-62,0,420713450.6,-1256214.727,37992744.15,TRUE,TRUE
32105,601916376066,28779243735,7.638693901,1626910476,1626910505,32154,601916376066,28782415688,7.541642836,1626910797,1626910813,321,26,-12,-1150627381,-729913930.2,21105138.38,156127174,FALSE,TRUE
32154,601916376066,28782415688,7.541642836,1626910797,1626910813,32169,603356638226,28812607765,7.590757597,1626911070,1626911102,273,49,41,0,-698281358.1,3171953.911,144105909.3,FALSE,TRUE
32169,603356638226,28812607765,7.590757597,1626911070,1626911102,32262,603356638226,28948623971,7.752934382,1626911321,1626911410,251,15,28,1440262160,289634779.1,30192076.34,144707749.1,TRUE,TRUE
32262,603356638226,28948623971,7.752934382,1626911321,1626911410,32384,605357009417,29070652060,8.047127606,1626911673,1626911702,352,93,170,0,289634779.1,136016206.3,189229160.2,TRUE,TRUE
32384,605357009417,29070652060,8.047127606,1626911673,1626911702,32384,605357009417,29070652060,8.047127606,1626911673,1626912037,0,122,305,2000371191,2290005970,122028088.9,312513463.8,TRUE,FALSE
32384,605357009417,29070652060,8.047127606,1626911673,1626912037,32232,605215619459,28998351888,7.887313282,1626912267,1626912303,594,0,279,0,3440633351,0,291408325.5,TRUE,FALSE
32232,605215619459,28998351888,7.887313282,1626912267,1626912303,32089,605215619459,28909768752,7.433151612,1626912592,1626912609,325,-152,78,-141389958.2,3299243393,-72300172.36,215936199.2,FALSE,FALSE
32089,605215619459,28909768752,7.433151612,1626912592,1626912609,32185,605215619459,29040371631,7.511284796,1626912857,1626912909,265,-143,-80,0,1858981233,-88583135.16,97160987.68,FALSE,TRUE
32185,605215619459,29040371631,7.511284796,1626912857,1626912909,32275,605215619459,29168524981,7.811461252,1626913193,1626913211,336,96,-77,0,1858981233,130602878.8,91747660.18,FALSE,TRUE
32275,605215619459,29168524981,7.811461252,1626913193,1626913211,32315,605215619459,29216646799,8.103693066,1626913470,1626913503,277,90,-109,0,-141389958.2,128153349.8,97872921.06,FALSE,TRUE
32315,605215619459,29216646799,8.103693066,1626913470,1626913503,32418,605215619459,29384786054,8.88087288,1626913772,1626913802,302,40,-69,0,-141389958.2,48121817.96,145994739,FALSE,TRUE
32418,605215619459,29384786054,8.88087288,1626913772,1626913802,32596,611601080621,29566215517,9.564990039,1626914065,1626914102,293,103,186,0,0,168139254.8,386434166.2,FALSE,TRUE
